,loss,accuracy,model
42,"tensor(0.0012, device='cuda:0', grad_fn=<DivBackward0>)",0.7733333333333333,TransductiveAGNN
43,"tensor(0.0012, device='cuda:0', grad_fn=<DivBackward0>)",0.7633333333333333,TransductiveAGNN
44,"tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)",0.75,TransductiveAGNN
45,"tensor(0.0012, device='cuda:0', grad_fn=<DivBackward0>)",0.7766666666666666,TransductiveAGNN
46,"tensor(0.0012, device='cuda:0', grad_fn=<DivBackward0>)",0.7766666666666666,TransductiveAGNN
47,"tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)",0.7766666666666666,TransductiveAGNN
48,"tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)",0.78,TransductiveAGNN
49,"tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)",0.7966666666666666,TransductiveAGNN
50,"tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)",0.72,TransductiveAGNN
51,"tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)",0.71,TransductiveAGNN
52,"tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
53,"tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
54,"tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)",0.7933333333333333,TransductiveAGNN
55,"tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
56,"tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
57,"tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
58,"tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>)",0.8433333333333334,TransductiveAGNN
59,"tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>)",0.8466666666666667,TransductiveAGNN
60,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.8533333333333334,TransductiveAGNN
61,"tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
62,"tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
63,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.88,TransductiveAGNN
64,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.88,TransductiveAGNN
65,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.8766666666666667,TransductiveAGNN
66,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
67,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
68,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
69,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.8766666666666667,TransductiveAGNN
70,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
71,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
72,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.8933333333333333,TransductiveAGNN
73,"tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
74,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.8833333333333333,TransductiveAGNN
75,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.8833333333333333,TransductiveAGNN
76,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.88,TransductiveAGNN
77,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.88,TransductiveAGNN
78,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.8833333333333333,TransductiveAGNN
79,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.8933333333333333,TransductiveAGNN
80,"tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)",0.8966666666666666,TransductiveAGNN
81,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.8966666666666666,TransductiveAGNN
82,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.8966666666666666,TransductiveAGNN
83,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.88,TransductiveAGNN
84,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.88,TransductiveAGNN
85,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
86,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
87,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
88,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
89,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
90,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8766666666666667,TransductiveAGNN
91,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
92,"tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
93,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8966666666666666,TransductiveAGNN
94,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8933333333333333,TransductiveAGNN
95,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8933333333333333,TransductiveAGNN
96,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8933333333333333,TransductiveAGNN
97,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
98,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8833333333333333,TransductiveAGNN
99,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8833333333333333,TransductiveAGNN
100,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
101,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
102,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
103,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8833333333333333,TransductiveAGNN
104,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
105,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
106,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
107,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
108,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
109,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
110,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8833333333333333,TransductiveAGNN
111,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
112,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
113,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8866666666666667,TransductiveAGNN
114,"tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
115,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
116,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.89,TransductiveAGNN
117,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.88,TransductiveAGNN
118,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
119,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
120,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
121,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
122,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
123,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
124,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
125,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
126,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
127,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8733333333333333,TransductiveAGNN
128,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
129,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
130,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
131,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
132,"tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
133,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8566666666666667,TransductiveAGNN
134,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
135,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
136,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
137,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
138,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8533333333333334,TransductiveAGNN
139,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8533333333333334,TransductiveAGNN
140,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.86,TransductiveAGNN
141,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.86,TransductiveAGNN
142,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
143,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
144,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
145,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
146,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
147,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8566666666666667,TransductiveAGNN
148,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8466666666666667,TransductiveAGNN
149,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8433333333333334,TransductiveAGNN
150,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8466666666666667,TransductiveAGNN
151,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8533333333333334,TransductiveAGNN
152,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
153,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
154,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8766666666666667,TransductiveAGNN
155,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.87,TransductiveAGNN
156,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8666666666666667,TransductiveAGNN
157,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
158,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
159,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8633333333333333,TransductiveAGNN
160,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.86,TransductiveAGNN
161,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8433333333333334,TransductiveAGNN
162,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TransductiveAGNN
163,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TransductiveAGNN
164,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
165,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
166,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TransductiveAGNN
167,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
168,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TransductiveAGNN
169,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8466666666666667,TransductiveAGNN
170,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8466666666666667,TransductiveAGNN
171,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.85,TransductiveAGNN
172,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TransductiveAGNN
173,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
174,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
175,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TransductiveAGNN
176,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
177,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TransductiveAGNN
178,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TransductiveAGNN
179,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8433333333333334,TransductiveAGNN
180,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TransductiveAGNN
181,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
182,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
183,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
184,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TransductiveAGNN
185,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TransductiveAGNN
186,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
187,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
188,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TransductiveAGNN
189,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
190,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
191,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
192,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TransductiveAGNN
193,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TransductiveAGNN
194,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
195,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
196,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
197,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
198,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
199,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
200,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
201,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
202,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
203,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
204,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
205,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
206,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
207,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TransductiveAGNN
208,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
209,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
210,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
211,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
212,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
213,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
214,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
215,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TransductiveAGNN
216,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
217,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
218,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
219,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TransductiveAGNN
220,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
221,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
222,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TransductiveAGNN
223,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TransductiveAGNN
224,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
225,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
226,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
227,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
228,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
229,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TransductiveAGNN
230,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TransductiveAGNN
231,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TransductiveAGNN
232,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8066666666666666,TransductiveAGNN
233,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
234,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
235,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
236,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
237,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
238,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
239,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
240,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TransductiveAGNN
241,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TransductiveAGNN
242,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8133333333333334,TransductiveAGNN
243,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8066666666666666,TransductiveAGNN
244,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
245,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
246,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
247,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
248,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TransductiveAGNN
249,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
250,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.81,TransductiveAGNN
251,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8066666666666666,TransductiveAGNN
252,"tensor(0.0001, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TransductiveAGNN
253,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TransductiveAGNN
254,"tensor(0.0001, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
255,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
256,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
257,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
258,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
259,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
260,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
261,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.8,TransductiveAGNN
