,loss,accuracy,model
38,"tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)",0.7833333333333333,TwoLayerGCN
39,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.7833333333333333,TwoLayerGCN
40,"tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
41,"tensor(0.0001, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TwoLayerGCN
42,"tensor(0.0001, device='cuda:0', grad_fn=<DivBackward0>)",0.8066666666666666,TwoLayerGCN
43,"tensor(0.0001, device='cuda:0', grad_fn=<DivBackward0>)",0.8033333333333333,TwoLayerGCN
44,"tensor(7.1450e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
45,"tensor(6.1663e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
46,"tensor(7.5528e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
47,"tensor(5.8396e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
48,"tensor(5.7545e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TwoLayerGCN
49,"tensor(5.8695e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
50,"tensor(4.2701e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
51,"tensor(2.9205e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
52,"tensor(2.1465e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
53,"tensor(2.4940e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
54,"tensor(2.2643e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
55,"tensor(1.9749e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
56,"tensor(9.9480e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
57,"tensor(1.1597e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
58,"tensor(1.2534e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
59,"tensor(1.0217e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TwoLayerGCN
60,"tensor(1.0389e-05, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
61,"tensor(6.4602e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
62,"tensor(6.0791e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
63,"tensor(8.1660e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
64,"tensor(7.9199e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
65,"tensor(4.6213e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
66,"tensor(3.2190e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
67,"tensor(2.6902e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TwoLayerGCN
68,"tensor(5.4620e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TwoLayerGCN
69,"tensor(2.8532e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
70,"tensor(3.3003e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8166666666666667,TwoLayerGCN
71,"tensor(3.0411e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.82,TwoLayerGCN
72,"tensor(1.9060e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
73,"tensor(3.0389e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
74,"tensor(1.4990e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
75,"tensor(1.7952e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
76,"tensor(1.1919e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
77,"tensor(8.4413e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
78,"tensor(1.2931e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
79,"tensor(1.1788e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
80,"tensor(8.3970e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
81,"tensor(1.0545e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
82,"tensor(1.1425e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
83,"tensor(9.6977e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
84,"tensor(8.4799e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
85,"tensor(1.1058e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
86,"tensor(9.6626e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
87,"tensor(6.6361e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
88,"tensor(1.1902e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
89,"tensor(7.8653e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
90,"tensor(6.1069e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
91,"tensor(7.5111e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
92,"tensor(8.6241e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
93,"tensor(5.3666e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
94,"tensor(5.0669e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
95,"tensor(6.2048e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
96,"tensor(6.2585e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
97,"tensor(6.0801e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
98,"tensor(7.3103e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
99,"tensor(1.1906e-06, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
100,"tensor(5.3480e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
101,"tensor(5.5694e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
102,"tensor(5.4633e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
103,"tensor(6.3003e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
104,"tensor(4.8144e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
105,"tensor(5.8945e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
106,"tensor(6.2250e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
107,"tensor(4.8147e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
108,"tensor(5.2154e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
109,"tensor(5.8763e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
110,"tensor(4.3991e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
111,"tensor(4.7396e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
112,"tensor(4.8116e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
113,"tensor(5.3812e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
114,"tensor(5.3285e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
115,"tensor(4.6630e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
116,"tensor(4.0235e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
117,"tensor(4.7735e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
118,"tensor(5.2340e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
119,"tensor(5.5380e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
120,"tensor(3.5365e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
121,"tensor(4.3151e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
122,"tensor(4.0764e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
123,"tensor(3.3997e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
124,"tensor(4.0768e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
125,"tensor(3.8333e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
126,"tensor(5.1697e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
127,"tensor(3.1883e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
128,"tensor(3.0999e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
129,"tensor(3.0272e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
130,"tensor(3.1079e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
131,"tensor(3.6679e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
132,"tensor(7.5369e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
133,"tensor(4.1007e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
134,"tensor(3.0653e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
135,"tensor(3.2506e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
136,"tensor(3.7400e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
137,"tensor(5.0515e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
138,"tensor(5.5039e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
139,"tensor(3.9832e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
140,"tensor(2.9067e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
141,"tensor(2.6369e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
142,"tensor(2.7629e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
143,"tensor(4.5002e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
144,"tensor(4.6531e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
145,"tensor(3.3849e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
146,"tensor(2.8072e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
147,"tensor(3.0245e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
148,"tensor(4.0812e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
149,"tensor(3.4496e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
150,"tensor(2.7091e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
151,"tensor(3.7152e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
152,"tensor(3.5762e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
153,"tensor(2.7837e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
154,"tensor(4.1209e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
155,"tensor(2.8492e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
156,"tensor(2.9238e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
157,"tensor(2.3255e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
158,"tensor(3.8797e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
159,"tensor(2.9587e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
160,"tensor(3.1888e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
161,"tensor(3.3249e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
162,"tensor(2.3065e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
163,"tensor(2.7902e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
164,"tensor(3.2670e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
165,"tensor(3.4486e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
166,"tensor(2.5349e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
167,"tensor(1.7472e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
168,"tensor(3.1186e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
169,"tensor(2.4162e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
170,"tensor(3.0711e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
171,"tensor(2.1762e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
172,"tensor(2.3683e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
173,"tensor(2.3333e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
174,"tensor(4.3284e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
175,"tensor(2.7008e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
176,"tensor(2.5224e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
177,"tensor(3.8306e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
178,"tensor(2.0225e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
179,"tensor(2.5586e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
180,"tensor(1.8088e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
181,"tensor(3.3810e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
182,"tensor(2.3518e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
183,"tensor(2.8278e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
184,"tensor(2.2010e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
185,"tensor(2.3502e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
186,"tensor(1.9574e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
187,"tensor(1.5394e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
188,"tensor(2.3185e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
189,"tensor(1.9787e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
190,"tensor(1.8903e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
191,"tensor(2.2400e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
192,"tensor(1.7201e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
193,"tensor(2.2174e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
194,"tensor(2.0023e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
195,"tensor(1.9187e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
196,"tensor(2.4151e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
197,"tensor(2.1565e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8233333333333334,TwoLayerGCN
198,"tensor(2.4971e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8266666666666667,TwoLayerGCN
199,"tensor(1.5782e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
200,"tensor(2.0055e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
201,"tensor(1.7564e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
202,"tensor(1.9937e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
203,"tensor(2.3930e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
204,"tensor(2.8163e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
205,"tensor(1.8250e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
206,"tensor(3.1333e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
207,"tensor(1.8181e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
208,"tensor(1.6955e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
209,"tensor(2.4107e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
210,"tensor(1.6719e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
211,"tensor(2.1333e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
212,"tensor(1.8784e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
213,"tensor(2.0330e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
214,"tensor(2.2385e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
215,"tensor(1.9523e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
216,"tensor(1.8871e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
217,"tensor(1.7502e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
218,"tensor(2.7114e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
219,"tensor(5.7905e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
220,"tensor(2.0411e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
221,"tensor(1.9836e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
222,"tensor(1.5192e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
223,"tensor(1.1714e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
224,"tensor(4.4742e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
225,"tensor(1.2056e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
226,"tensor(2.6504e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
227,"tensor(2.0870e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
228,"tensor(2.3252e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
229,"tensor(1.4576e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
230,"tensor(1.3696e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
231,"tensor(1.6596e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
232,"tensor(2.2332e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
233,"tensor(1.3040e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
234,"tensor(2.6428e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
235,"tensor(1.2465e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
236,"tensor(1.8184e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
237,"tensor(1.3845e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
238,"tensor(1.0559e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
239,"tensor(1.3138e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
240,"tensor(1.3625e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
241,"tensor(1.3921e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
242,"tensor(1.5918e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
243,"tensor(1.4731e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.84,TwoLayerGCN
244,"tensor(1.3407e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
245,"tensor(1.4377e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
246,"tensor(1.2916e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
247,"tensor(2.4612e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
248,"tensor(4.1783e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8366666666666667,TwoLayerGCN
249,"tensor(1.2604e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.83,TwoLayerGCN
250,"tensor(1.1909e-07, device='cuda:0', grad_fn=<DivBackward0>)",0.8333333333333334,TwoLayerGCN
